Scenario ID,Health Signal,Subsystem,Current Task,Condition,Anomaly,Recommended Procedure,Expected Outcome,Operator Approval Required,Priority
SCN-00237,Green,Power,Orbit Correction,Solar Output Normal,None,Continue Charging,Battery remains healthy,No,Low
SCN-00238,Green,Thermal,Idle,Temperature < 45°C,None,Continue Operation,Subsystem remains stable,No,Low
SCN-00239,Green,Storage,Capturing Earth Images,Storage < 70%,None,Continue Capturing Images,Store additional payload data,No,Low
SCN-00240,Yellow,Storage,Downlink,Storage 70-90%,Potential Storage Anomaly,Schedule Downlink,Avoid storage overflow,Yes,Medium
SCN-00241,Yellow,Thermal,Downlink,Temperature 45-65°C,Potential Thermal Anomaly,Reduce CPU Load,Prevent overheating,Yes,Medium
SCN-00242,Green,Power,Orbit Correction,Solar Output Normal,None,Continue Charging,Battery remains healthy,No,Low
SCN-00243,Yellow,Storage,Orbit Correction,Storage 70-90%,Potential Storage Anomaly,Schedule Downlink,Avoid storage overflow,Yes,Medium
SCN-00244,Green,Storage,Orbit Correction,Storage < 70%,None,Continue Capturing Images,Store additional payload data,No,Low
SCN-00245,Green,Thermal,Calibration,Temperature < 45°C,None,Continue Operation,Subsystem remains stable,No,Low
SCN-00246,Green,Storage,Calibration,Storage < 70%,None,Continue Capturing Images,Store additional payload data,No,Low
SCN-00247,Yellow,Storage,Idle,Storage 70-90%,Potential Storage Anomaly,Schedule Downlink,Avoid storage overflow,Yes,Medium
SCN-00248,Green,Payload,Orbit Correction,Camera Operational,None,Capture Earth Images,Mission objective achieved,No,Low
SCN-00249,Red,Thermal,Orbit Correction,Temperature > 70°C,Thermal Failure,Shutdown Payload,Prevent hardware damage,Yes,Critical
SCN-00250,Yellow,Power,Calibration,Battery 30-70%,Potential Power Anomaly,Reduce Payload Power,Battery drain reduced,Yes,Medium
SCN-00251,Red,Power,Downlink,Battery < 20%,Power Failure,Enter Safe Mode,Prevent complete battery depletion,Yes,Critical
SCN-00252,Red,Payload,Idle,Camera Failure,Payload Failure,Restart Camera Module,Restore payload functionality,Yes,Critical
SCN-00253,Green,Payload,Downlink,Camera Operational,None,Capture Earth Images,Mission objective achieved,No,Low
SCN-00254,Green,Thermal,Idle,Temperature < 45°C,None,Continue Operation,Subsystem remains stable,No,Low
SCN-00255,Green,Payload,Calibration,Camera Operational,None,Capture Earth Images,Mission objective achieved,No,Low
SCN-00256,Yellow,Payload,Capturing Earth Images,Camera Temperature Rising,Potential Payload Anomaly,Reduce Image Capture Rate,Prevent camera shutdown,Yes,Medium
SCN-00257,Green,Payload,Calibration,Camera Operational,None,Capture Earth Images,Mission objective achieved,No,Low
SCN-00258,Red,Thermal,Downlink,Temperature > 70°C,Thermal Failure,Shutdown Payload,Prevent hardware damage,Yes,Critical
SCN-00259,Red,Storage,Downlink,Storage > 95%,Storage Failure,Stop Image Capture and Downlink,Free storage space,Yes,Critical
SCN-00260,Green,Storage,Orbit Correction,Storage < 70%,None,Continue Capturing Images,Store additional payload data,No,Low
SCN-00261,Green,Thermal,Orbit Correction,Temperature < 45°C,None,Continue Operation,Subsystem remains stable,No,Low
SCN-00262,Green,Thermal,Downlink,Temperature < 45°C,None,Continue Operation,Subsystem remains stable,No,Low
SCN-00263,Red,Storage,Capturing Earth Images,Storage > 95%,Storage Failure,Stop Image Capture and Downlink,Free storage space,Yes,Critical
SCN-00264,Green,Power,Calibration,Solar Output Normal,None,Continue Charging,Battery remains healthy,No,Low
SCN-00265,Green,Thermal,Idle,Temperature < 45°C,None,Continue Operation,Subsystem remains stable,No,Low
SCN-00266,Green,Payload,Downlink,Camera Operational,None,Capture Earth Images,Mission objective achieved,No,Low
SCN-00267,Yellow,Communication,Capturing Earth Images,Weak Signal,Potential Communication Anomaly,Prepare Next Ground Pass,Avoid communication failure,Yes,Medium
SCN-00268,Green,Power,Idle,Solar Output Normal,None,Continue Charging,Battery remains healthy,No,Low
SCN-00269,Green,Power,Orbit Correction,Solar Output Normal,None,Continue Charging,Battery remains healthy,No,Low
SCN-00270,Green,Payload,Downlink,Camera Operational,None,Capture Earth Images,Mission objective achieved,No,Low
SCN-00271,Green,Power,Orbit Correction,Solar Output Normal,None,Continue Charging,Battery remains healthy,No,Low
SCN-00272,Green,Payload,Orbit Correction,Camera Operational,None,Capture Earth Images,Mission objective achieved,No,Low
SCN-00273,Yellow,Communication,Capturing Earth Images,Weak Signal,Potential Communication Anomaly,Prepare Next Ground Pass,Avoid communication failure,Yes,Medium
SCN-00274,Green,Communication,Capturing Earth Images,Signal Stable,None,Continue Downlink,Telemetry transmitted successfully,No,Low
SCN-00275,Green,Thermal,Calibration,Temperature < 45°C,None,Continue Operation,Subsystem remains stable,No,Low
SCN-00276,Green,Thermal,Orbit Correction,Temperature < 45°C,None,Continue Operation,Subsystem remains stable,No,Low
SCN-00277,Red,Payload,Idle,Camera Failure,Payload Failure,Restart Camera Module,Restore payload functionality,Yes,Critical
SCN-00278,Yellow,Communication,Orbit Correction,Weak Signal,Potential Communication Anomaly,Prepare Next Ground Pass,Avoid communication failure,Yes,Medium
SCN-00279,Green,Thermal,Downlink,Temperature < 45°C,None,Continue Operation,Subsystem remains stable,No,Low
SCN-00280,Green,Storage,Orbit Correction,Storage < 70%,None,Continue Capturing Images,Store additional payload data,No,Low
SCN-00281,Red,Communication,Orbit Correction,Communication Lost,Communication Failure,Queue Commands,Resume during next communication window,Yes,Critical
SCN-00282,Green,Payload,Idle,Camera Operational,None,Capture Earth Images,Mission objective achieved,No,Low
SCN-00283,Green,Thermal,Idle,Temperature < 45°C,None,Continue Operation,Subsystem remains stable,No,Low
SCN-00284,Green,Thermal,Capturing Earth Images,Temperature < 45°C,None,Continue Operation,Subsystem remains stable,No,Low
SCN-00285,Red,Storage,Idle,Storage > 95%,Storage Failure,Stop Image Capture and Downlink,Free storage space,Yes,Critical
SCN-00286,Green,Power,Orbit Correction,Solar Output Normal,None,Continue Charging,Battery remains healthy,No,Low
SCN-00287,Green,Thermal,Capturing Earth Images,Temperature < 45°C,None,Continue Operation,Subsystem remains stable,No,Low
SCN-00288,Green,Storage,Calibration,Storage < 70%,None,Continue Capturing Images,Store additional payload data,No,Low
SCN-00289,Green,Communication,Idle,Signal Stable,None,Continue Downlink,Telemetry transmitted successfully,No,Low
SCN-00290,Green,Thermal,Idle,Temperature < 45°C,None,Continue Operation,Subsystem remains stable,No,Low
SCN-00291,Green,Payload,Idle,Camera Operational,None,Capture Earth Images,Mission objective achieved,No,Low
SCN-00292,Green,Storage,Orbit Correction,Storage < 70%,None,Continue Capturing Images,Store additional payload data,No,Low
SCN-00293,Yellow,Storage,Downlink,Storage 70-90%,Potential Storage Anomaly,Schedule Downlink,Avoid storage overflow,Yes,Medium
SCN-00294,Green,Power,Downlink,Solar Output Normal,None,Continue Charging,Battery remains healthy,No,Low
SCN-00295,Red,Payload,Idle,Camera Failure,Payload Failure,Restart Camera Module,Restore payload functionality,Yes,Critical
SCN-00296,Yellow,Power,Downlink,Battery 30-70%,Potential Power Anomaly,Reduce Payload Power,Battery drain reduced,Yes,Medium
SCN-00297,Green,Storage,Idle,Storage < 70%,None,Continue Capturing Images,Store additional payload data,No,Low
SCN-00298,Green,Power,Capturing Earth Images,Solar Output Normal,None,Continue Charging,Battery remains healthy,No,Low
SCN-00299,Red,Communication,Orbit Correction,Communication Lost,Communication Failure,Queue Commands,Resume during next communication window,Yes,Critical
SCN-00300,Green,Power,Downlink,Solar Output Normal,None,Continue Charging,Battery remains healthy,No,Low
SCN-00301,Green,Power,Orbit Correction,Solar Output Normal,None,Continue Charging,Battery remains healthy,No,Low
SCN-00302,Green,Payload,Idle,Camera Operational,None,Capture Earth Images,Mission objective achieved,No,Low
SCN-00303,Green,Communication,Downlink,Signal Stable,None,Continue Downlink,Telemetry transmitted successfully,No,Low
SCN-00304,Red,Power,Calibration,Solar Panel Failure,Power Failure,Disable Payload,Reduce power consumption,Yes,Critical
SCN-00305,Yellow,Thermal,Calibration,Temperature 45-65°C,Potential Thermal Anomaly,Reduce CPU Load,Prevent overheating,Yes,Medium
SCN-00306,Green,Communication,Idle,Signal Stable,None,Continue Downlink,Telemetry transmitted successfully,No,Low
SCN-00307,Red,Power,Calibration,Battery < 20%,Power Failure,Enter Safe Mode,Prevent complete battery depletion,Yes,Critical
SCN-00308,Green,Storage,Capturing Earth Images,Storage < 70%,None,Continue Capturing Images,Store additional payload data,No,Low
SCN-00309,Yellow,Payload,Downlink,Camera Temperature Rising,Potential Payload Anomaly,Reduce Image Capture Rate,Prevent camera shutdown,Yes,Medium
SCN-00310,Red,Storage,Capturing Earth Images,Storage > 95%,Storage Failure,Stop Image Capture and Downlink,Free storage space,Yes,Critical
SCN-00311,Green,Power,Calibration,Battery > 70%,None,Continue Mission,Nominal power operation,No,Low
SCN-00312,Green,Thermal,Idle,Temperature < 45°C,None,Continue Operation,Subsystem remains stable,No,Low
SCN-00313,Green,Communication,Downlink,Signal Stable,None,Continue Downlink,Telemetry transmitted successfully,No,Low
SCN-00314,Green,Storage,Capturing Earth Images,Storage < 70%,None,Continue Capturing Images,Store additional payload data,No,Low
SCN-00315,Yellow,Communication,Orbit Correction,Weak Signal,Potential Communication Anomaly,Prepare Next Ground Pass,Avoid communication failure,Yes,Medium
SCN-00316,Green,Storage,Downlink,Storage < 70%,None,Continue Capturing Images,Store additional payload data,No,Low
SCN-00317,Yellow,Communication,Idle,Weak Signal,Potential Communication Anomaly,Prepare Next Ground Pass,Avoid communication failure,Yes,Medium
SCN-00318,Yellow,Power,Calibration,Solar Output Low,Potential Power Anomaly,Rotate Solar Panels,Increase charging efficiency,Yes,Medium
SCN-00319,Green,Storage,Capturing Earth Images,Storage < 70%,None,Continue Capturing Images,Store additional payload data,No,Low
SCN-00320,Red,Communication,Calibration,Communication Lost,Communication Failure,Queue Commands,Resume during next communication window,Yes,Critical
SCN-00321,Green,Communication,Calibration,Signal Stable,None,Continue Downlink,Telemetry transmitted successfully,No,Low
SCN-00322,Red,Payload,Calibration,Camera Failure,Payload Failure,Restart Camera Module,Restore payload functionality,Yes,Critical
SCN-00323,Green,Communication,Downlink,Signal Stable,None,Continue Downlink,Telemetry transmitted successfully,No,Low
SCN-00324,Green,Storage,Idle,Storage < 70%,None,Continue Capturing Images,Store additional payload data,No,Low
SCN-00325,Green,Storage,Capturing Earth Images,Storage < 70%,None,Continue Capturing Images,Store additional payload data,No,Low
SCN-00326,Yellow,Payload,Orbit Correction,Camera Temperature Rising,Potential Payload Anomaly,Reduce Image Capture Rate,Prevent camera shutdown,Yes,Medium
SCN-00327,Green,Power,Downlink,Battery > 70%,None,Continue Mission,Nominal power operation,No,Low
SCN-00328,Green,Storage,Idle,Storage < 70%,None,Continue Capturing Images,Store additional payload data,No,Low
SCN-00329,Red,Storage,Capturing Earth Images,Storage > 95%,Storage Failure,Stop Image Capture and Downlink,Free storage space,Yes,Critical
SCN-00330,Green,Communication,Idle,Signal Stable,None,Continue Downlink,Telemetry transmitted successfully,No,Low
SCN-00331,Yellow,Thermal,Idle,Temperature 45-65°C,Potential Thermal Anomaly,Reduce CPU Load,Prevent overheating,Yes,Medium
SCN-00332,Green,Payload,Idle,Camera Operational,None,Capture Earth Images,Mission objective achieved,No,Low
SCN-00333,Red,Payload,Idle,Camera Failure,Payload Failure,Restart Camera Module,Restore payload functionality,Yes,Critical
SCN-00334,Green,Storage,Downlink,Storage < 70%,None,Continue Capturing Images,Store additional payload data,No,Low
SCN-00335,Red,Payload,Orbit Correction,Camera Failure,Payload Failure,Restart Camera Module,Restore payload functionality,Yes,Critical
SCN-00336,Green,Payload,Idle,Camera Operational,None,Capture Earth Images,Mission objective achieved,No,Low
SCN-00337,Yellow,Thermal,Downlink,Temperature 45-65°C,Potential Thermal Anomaly,Reduce CPU Load,Prevent overheating,Yes,Medium
SCN-00338,Green,Payload,Downlink,Camera Operational,None,Capture Earth Images,Mission objective achieved,No,Low
SCN-00339,Red,Power,Downlink,Battery < 20%,Power Failure,Enter Safe Mode,Prevent complete battery depletion,Yes,Critical
SCN-00340,Red,Communication,Calibration,Communication Lost,Communication Failure,Queue Commands,Resume during next communication window,Yes,Critical
SCN-00341,Green,Storage,Orbit Correction,Storage < 70%,None,Continue Capturing Images,Store additional payload data,No,Low
SCN-00342,Green,Payload,Downlink,Camera Operational,None,Capture Earth Images,Mission objective achieved,No,Low
SCN-00343,Green,Communication,Idle,Signal Stable,None,Continue Downlink,Telemetry transmitted successfully,No,Low
SCN-00344,Yellow,Thermal,Downlink,Temperature 45-65°C,Potential Thermal Anomaly,Reduce CPU Load,Prevent overheating,Yes,Medium
SCN-00345,Green,Communication,Idle,Signal Stable,None,Continue Downlink,Telemetry transmitted successfully,No,Low
SCN-00346,Yellow,Power,Calibration,Battery 30-70%,Potential Power Anomaly,Reduce Payload Power,Battery drain reduced,Yes,Medium
SCN-00347,Yellow,Thermal,Orbit Correction,Temperature 45-65°C,Potential Thermal Anomaly,Reduce CPU Load,Prevent overheating,Yes,Medium
SCN-00348,Green,Storage,Capturing Earth Images,Storage < 70%,None,Continue Capturing Images,Store additional payload data,No,Low
SCN-00349,Green,Storage,Downlink,Storage < 70%,None,Continue Capturing Images,Store additional payload data,No,Low
SCN-00350,Red,Thermal,Downlink,Temperature > 70°C,Thermal Failure,Shutdown Payload,Prevent hardware damage,Yes,Critical
SCN-00351,Red,Thermal,Capturing Earth Images,Temperature > 70°C,Thermal Failure,Shutdown Payload,Prevent hardware damage,Yes,Critical
SCN-00352,Green,Power,Orbit Correction,Battery > 70%,None,Continue Mission,Nominal power operation,No,Low
SCN-00353,Green,Power,Capturing Earth Images,Solar Output Normal,None,Continue Charging,Battery remains healthy,No,Low
SCN-00354,Yellow,Payload,Downlink,Camera Temperature Rising,Potential Payload Anomaly,Reduce Image Capture Rate,Prevent camera shutdown,Yes,Medium
SCN-00355,Yellow,Storage,Orbit Correction,Storage 70-90%,Potential Storage Anomaly,Schedule Downlink,Avoid storage overflow,Yes,Medium
SCN-00356,Green,Payload,Downlink,Camera Operational,None,Capture Earth Images,Mission objective achieved,No,Low
SCN-00357,Green,Payload,Calibration,Camera Operational,None,Capture Earth Images,Mission objective achieved,No,Low
SCN-00358,Green,Payload,Orbit Correction,Camera Operational,None,Capture Earth Images,Mission objective achieved,No,Low
SCN-00359,Yellow,Power,Idle,Battery 30-70%,Potential Power Anomaly,Reduce Payload Power,Battery drain reduced,Yes,Medium
SCN-00360,Green,Payload,Capturing Earth Images,Camera Operational,None,Capture Earth Images,Mission objective achieved,No,Low
SCN-00361,Green,Thermal,Capturing Earth Images,Temperature < 45°C,None,Continue Operation,Subsystem remains stable,No,Low
SCN-00362,Yellow,Payload,Orbit Correction,Camera Temperature Rising,Potential Payload Anomaly,Reduce Image Capture Rate,Prevent camera shutdown,Yes,Medium
SCN-00363,Green,Power,Downlink,Battery > 70%,None,Continue Mission,Nominal power operation,No,Low
SCN-00364,Green,Thermal,Downlink,Temperature < 45°C,None,Continue Operation,Subsystem remains stable,No,Low
